id,tweet,username,sentimen
1491591915703533568,"Halo sobat VisitingJogja! Kraton adalah salah satu tempat wisata yang bersejarah, hitz, dan wajib dikunjungi para sobat traveller di Kota Yogyakarta. Tempatnya sangat strategis dan dekat dengan wilayah kuliner maupun pusat perbelanjaan. Yuuk berkunjung ke Kraton Ngayogyakarta!",visiting_jogja,positif
1491590473814667267,"@sedativaaa Iya memang sepi, soalnya bukan jalan utama sih.. Jarang dilalui kendaraan. Di deket situ ada kuliner miayam yg selalu rame.. Kalo ke jogja bisa dicoba deh.. Keliling situ bonus liat  rumah dari jaman belanda..",Ganang_Asf,positif
1491576289383305220,Baru saja mengirim foto @ Taman Kuliner Condongcatur  https://t.co/RyXgHsv8Re,haohao_jogja,negatif
1492250225683353600,Rekomendasi kuliner di Jogja  https://t.co/HYwSnkKfIZ,danielradjaguk,netral
1492206716699942913,"@KuntoAjiW @Ariefboediman Di surabaya jg tak nampak sotok bening jogja gini, salah 1 kuliner yg paling dirindukan sih apalagi komplit pake sate2an dan gorengan",elfaezaldo,positif
1492158857329913859,"Pengen dikado diajak travelling ke jogja 😌 trs pas malem hari pengen motoran keliling jogja, wisata kuliner 🙂",acar_martabak,positif
1492102137907605511,@indryui Hemm menarik emg jogja. Kuliner nya banyak,vanh_loew,positif
1492099887647031296,"DI JOGJA BANYAK ANJIR. Paling favorite soto yang belakangnya UIN. Ada soto ayam, sapi, tetelan, ssma kulit. Mana murah lagi, di Jogja emang makmur kalau urusan kuliner murah.",ljoeld,positif
1492097179124592642,"Kerja mau di jkt, tapi mau kuliner jogja 😣 bisa gak sih",caramellions,positif
1492063167740010497,@rosecityrosee Wkwk aku kemaren ke jogja berasa wisata kuliner tau ga siiii 😂,windyuchiha,positif
1492062350572404736,#InspirasiBisnis #ProfilBisnis  Salah satu UMKM Unggulan Jogja di bidang Kuliner. Mari dukung usaha lokal...!  😊  Kirey Natural Yang Manis dan Sehat dari Alam  Info selanjutnya silakan kunjungi  https://t.co/EixNBRpxus,kota_jogja,positif
1492042699729694722,"Rekomendasi Kuliner Jogja Murmer, Cocok Buat Traveller Low Budget!  https://t.co/PtK0mRmVBu #jalanbareng",JalanBarengCom,netral
1492022659885912064,"Selamat dan Sukses atas pembukaan ""The Eiffel Frozeb Food"", Jl. Kemarin No. 81 Yogyakarta.  #Frozen #Food #Kuliner #Yogyakarta  #Jogja  https://t.co/MJzZGwftKD",iwansunaryanto,netral
1492022132758302720,@dhrnrssy Orang Jogja kalau merantau sedikit yang usaha kuliner kayaknya ya. Mungkin nggak pede orang luar Jogja bakal doyan :'),hidayahsunar,netral
1492508954047385604,Soal kuliner ternyata Menteri BUMN @erickthohir ternyata suka sekali makanan khas Jogja satu ini.  Makan Siang di  Gudeg Jogja Bu Tinah stasiun Gondangdia bersama Bowo (Influencer makanan sekitar halte dan stasiun). Wah... Asyik dong...総総 #DenganETMerdekaBerdaulat  https://t.co/Ebldm0oL7J,Retnowonosari,netral
1492402680689430529,"@convomfs dream date aku apa ya? pengen kuliner di jogja sih sama pacar aku nanti. gatau kenapa, aku pengen banget ke jogja sama pacar aku nanti nya.",Ziyomng,positif
1492397849845264386,"Kipo, Kuliner Unik Legendaris Khas Kotagede Jogja. Ini Asal-usul Namanya &gt;  https://t.co/KrwdESYi5q video @pemkabbantul  https://t.co/wvTrlbLsjc",YogyakartaCity,positif
1492396057757503491,"Brongkos Handayani, Legenda Kuliner di Jogja Sejak 1975   https://t.co/XpJmBrm9oh",jogjaajaupdate,positif
1492364725123911682,"MiE PENTiL, Kuliner Unik Khas Bantul Jogja  https://t.co/QHoXhn13uu video @pemkabbantul  https://t.co/KRFkTh5juf",YogyakartaCity,positif
1492347932909076480,Sabtu itu ....  #KulinerNusantara  #kulinerjogja #sayurlodeh  https://t.co/BBYWEk7PvF,oritiro,negatif
1492871537686310916,"Pengen banget pulang ke jogja, udah ngiler kuliner kulinernya, wisatanya, mau staycationnya 😖 semoga bisa pulang sebelum lebaran",Tika_chan12,positif
1492847801457274880,Monggo ngangkring di Angkringan khas kuliner andalan @YogyakartaCity  Saat ini di Angkringan Devi Prawirotaman Jogja..  https://t.co/wra07H7o8C,iwansunaryanto,positif
1492837812563230726,Bersama anak &amp; istri keluar hujan-hujan cari soto di sekitar Kota Sleman yg bisa menghangatkan tubuh. Komposisi soto di Sleman memiliki perbedaan dgn Soto yg saya jumpai di Klaten. Saya malah lupa buat motret sotonya 😆  #kuliner #kulinerjogja  https://t.co/SHHCp5QQ1L,angga_purenda,positif
1492780733940703232,"Mumpung Diskon 20%, Yuk Cicipin Kuliner Khas Malaysia di Jogja   https://t.co/r4yGl0oRqw",jogjaajaupdate,positif
1492764976737439745,"Hari minggu ini aku habiskan dengan tiduran seharian, sambil nonton yutub dan nyari2 kuliner sekitar jogja. Dari pagi cuacanya mendung jadi mendung banget",tamagotjin,positif
1492701441013649410,@katapiaa Jogja aja....alam nya ada....pantai punya bnyk... Gunung ada.... Wisata kota ready....wisata blnja hrga kaki lima punya....kuliner harga mhsiswa lengkap.....yuk....bonus sah dari gue,Ari84381645,positif
1492672902130450438,Baru saja mengirim foto @ Taman Kuliner Condongcatur  https://t.co/og2a7sreVs,haohao_jogja,negatif
1492663122859294720,Menteri BUMN @erickthohir makan siang di  Gudeg Jogja Bu Tinah stasiun Gondangdia bersama Bowo (Influencer makanan sekitar halte dan stasiun). Wah ternyata Pak Erick hobi kuliner juga.   #DenganETMerdekaBerdaulat  https://t.co/Gz2uU1uXcP,riyadisugeng167,positif
1493239084068007938,jog drop 3 kuliner kesukaanmu di jogja coba,jogjamnfs,positif
1493229461567074310,"Hai jog, jam segini baru bangun. Pasti tar malam insom lagi 😬 bagi info kuliner malam jogja dong.",jogjamnfs,netral
1493155565597446147,"Menteri BUMN @erickthohir  menjajal kuliner di sekitaran stasiun gondangdia, jakarta pusat, berada di warung gudeg jogja  ibu tinah sambil ngobrolin berbagai restoran legendaris di sekitar stasiun #DenganETMerdekaBerdaulat  https://t.co/gxnlBPcqM1",HendriS90,positif
1493094376733483016,"Jog ak lagi liburan di jogja mau nyari temen buat jalan/kuliner bareng. Cowo/cewe bebas, aku jemput. Rep aja yg mau. Bills on me, Btw ak cowok",jogjamnfs,netral
1493679490144550912,"Nginep sama istri di hotel reddoorz, karna ngirit biar bisa wisata kuliner di jogja sampe puas &amp; bisa dengerin kaula muda berjinah dengan asik nya sampe ah uh ah uh wkwk seru bgt dengerin orang jinah🤣",aangwils,negatif
1493560810140221444,"Mungkin ini lebih ke makanan/kuliner wilayah Jogja dan Plat AA sih, karena kulinerku sekitar itu-itu saja. Mungkin kalo ada tambahan ya wilayah Semarang atau tempat-tempat makan yang dulu aku kunjungi pas masih jadi mahasiswa di Semarang🙃",hazelnnnut,netral
1493919208127680513,from IG @pagaga.culinary #pagagaculinary #pasargaumgarden #pasargaum #kulinerjogja #teater #dramamusikal #jelajahi #karanganyar #event,karanganyarkab,negatif
1493910604066996224,"@fajarrusalem Hobby makan,anak kuliner,bang mpin,evan media(kuliner daerah jogja),street food village,kubiler,boengkoes,koko buncit (kuliner daerah surabaya) monggo mas diliat 😂",BoyzAnfield,positif
1493909008905695232,Baru saja mengirim foto @ Taman Kuliner Condongcatur  https://t.co/GgBCjKcX6V,haohao_jogja,negatif
1493903768521351170,"@Jellynonaaa2 iya, pengen masuk ugm soalnya di jogja banyak kuliner 🤤",hiraizure,positif
1493884554058559491,[askrl] kuliner yang wajib dicoba pas di jogja dong,Askrlfess,positif
1493856868900343809,"@persotoan_jogja @kuliner_jogja  📍soto mie bogor pak kadir.  isinya daging semua,kuah nya beeuuhhh mantab,rasa sapi.. layak dicoba..  https://t.co/w3qH8bQtbb",prastharjanto,positif
1493844692286406656,"#RaboSoto soal rasa gak perlu dibahas lagi pasti udah banyak yang tau, punya banyak cerita manis dan pahit di tempat ini, dari makan bareng gebetan, saudara, sahabat sampai makan sendirian saat sedang patah hati 😂 Lokasi: Soto Sorgapuro  #KulinerJogja #JogjaFood  https://t.co/5eZYC2P40U",Tatam_Fadholi,positif
1493842580995514368,#InspirasiBisnis #ProfilBisnis  Salah satu UMKM Unggulan Jogja di bidang Kuliner. Mari dukung usaha lokal...!  😊  Kopi Menoreh Kopi yang Menghidupi  Info selanjutnya silakan kunjungi   https://t.co/US9bCJsLkw,kota_jogja,positif
1493803972208967680,"Mencoba Soto FIK, Kuliner Mahasiswa Jogja  https://t.co/qmmY1Q9sl5",StarGlamJogja,positif
1493786250872262661,#jogjatest  #kulinerjogja  #JOGJA  https://t.co/RtUp9yo9yb,BuknFkboyy,netral
1494309041056538627,"Balung Dinosaurus Bakar, Kuliner Khas Jogja Legendaris yang Wajib Dicoba!  https://t.co/jnN9QD0OOI",TangselTerbaru,positif
1494303203566960642,"Jog nanya nih pengalaman kalian kuliner di jogja, paling lama nungguin pesenan berapa lama? Aku 2 jam lebih, makan di steak di jalan damai sama nasi godok di bantul",jogjamnfs,netral
1494263431284674562,[titipan] fess minta rekomendasi kuliner di jogja yang enak tapi bukanya maleman gitu sampai hampir pagi,FOODFESS2,positif
1494758688812240896,@igojps1 semangat bang!!! selalu ditunggu update ingfo celeleng kuliner jogja �酒汨昨沛ｻ,Lucasianbryanch,netral
1494698873851645952,"Perbedaan antara bakmi jawa di Jogja &amp; di Magelang adalah adanya telur.  Sajian nasi goreng di Jogja selalu pakai telur, tapi di Magelang rata2 ndak pernah pakai telur.  Cc cah kuliner barangkali reti jawabane @efenerr  https://t.co/nj6cVtFyUQ",mtaufiqr,positif
1494662229265817600,"Hae gaes.. umpamane kalian pas haus banget dari balik kerja, balik sekolah, kuliah atau abis ngejar begal.. bisa loh jajan mimik di Star Steak Express Jambon, Jl. Jambon KM 1.5 Baturan Trihanggo Gamping Sleman YK.  #StarSteakExpressJambon #TNHR33 #DoyanJajan #KulinerJogja  https://t.co/AHRRABuD7n",toniheru,netral
1494555726290702336,"Innalillahi wa innailaihi rajiun ... telah meninggal dunia paman/om/paklek kami, Waluyo bin Abdul di Yogyakarta, kemarin pagi. . Bagi pemburu kuliner di Jogja, mungkin mengenal Nasi Campur Gejayan, Nasi Campur Demangan, Nasi Campur Sambal Teri, Nasi Campur Pak Wal....  https://t.co/O3kCuKm5wj",bangaswi,negatif
1494531077947498497,Baru saja mengirim foto @ Taman Kuliner Condongcatur  https://t.co/NJI1S0iCX4,haohao_jogja,negatif
1494495682673385473,Ini Tempat Kuliner Jogja Terbaik Wajib Coba -  https://t.co/NiowfjEKvB  https://t.co/JafztfczSu,idbcpr,netral
1495118833211826183,saran kuliner yg enak di jogja donk,SYAHUUFF,positif
1495045796911546374,"MAU BANGET KESINI!!!  Sayangnya gue di Jogja, banyak tempat wisata/kuliner tapi gada temen buat pergi []",pjminee___,positif
1494992952011239427,Baru saja mengirim foto @ Taman Kuliner Condongcatur  https://t.co/H0PMfxcKxE,haohao_jogja,negatif
1494837910494793729,"Nguliner Soto Pak Sholeh ""Al-Barokah"" yang melegenda di #Yogyakarta  #KulinerJogja  #Kuliner @YogyakartaCity  https://t.co/d4OTPtnSmX",iwansunaryanto,positif
1495443128534417412,"Mas Dadad Sesa diajak Kepala Suku Mojok ngobrol seputar kuliner Jogja. Bahasannya mulai dari jajanan tradisional, mi ayam, sampai gudeg. #PutCast  https://t.co/lQ0rlZNdT1",mojokdotco,positif
1495256280742916100,"@schfess jogja banyak kuliner, kulineran berkedok ngampus",simp4UGM,negatif
1495233994371174401,Nguliner Soto daging sapi tetangga.. Soto Parno Prawirotaman #Yogyakarta  #Kuliner  #KulinerJogja  https://t.co/gYE1absVXO,iwansunaryanto,positif
1495797474619191299,@nadiloss Harus cobain nih kuliner kalo ke jogja,amirwawan_,netral
1495781271884075014,"@chukaidak0 Untungnya masih banyak kuliner enak di Jogja, ga harus gudeg terus 😂😅",deemandiri,positif
1495739113785688066,"sebelum ke jogja : udh kepikiran mau kuliner kemana aja, ngapain aja dijogja sesudah dijogja : lupa mau kulineran apa ajaa, akhirnya rebahan dikos bae👍",gandeskm,positif
1495734443964874756,@Bagasnkaji @moddiealdieano Aku pas neng jogja mbok diajak mubeng2 kuliner ngene,AndhikaGila_ng,negatif
1495726402364383236,"@krunxchy wkwkwk jogja tu banyaaak bgt hidden gem, aku aja 4taun ngerasa masi kurang explore kuliner jogja",bittercaffeines,positif
1495682378320453632,Nguliner serba sambal di Sambal Gami BORNEO...!  #Kuliner #KulinerJogja  https://t.co/trZdnvGApz,iwansunaryanto,positif
1495632894844608512,jog tempat kuliner dan ngedate di malam hari jogja enakny dmna ya guys? yg ramah kantong mahasiswa yaa,jogjamnfs,positif
1495615562969665539,jog tempat yg enak buat jalan2 sama doi dan kuliner yg murah di jogja dmn ya? oiya krna kita sama2 anak rantau rekomen dong kuliner murah di jogja yg jarang ada di tmpt lain,jogjamnfs,positif
1495609408868720642,@Dolan_Wae @KeluargaDadan @ferdiriva grub ghibah kuliner jogja,roe_endog,positif
1496163504017252353,REKOMENDASI KULINER JOGJA/TEMPAT-TEMPAT YANG SEHARUSNYA DIKUNJUNGI DI JOGJA DONG!!! REP DISINI YA. THANKS IN ADVANCEEEEE WKWKWKK,Reynaldys,positif
1496139816437788683,"@BigAlphaID Kalau Jogja kayak daerah Seturan sama Babarsari, sebelum tahun 2000an jalannya kecil, banyak rawa sawah, dijual juga murah, eh skrg jadi Las Vegasnya Jogja. Kampus, hotel, cafe, kuliner, kos dll tumplek blek disitu",sungokonggggg,positif
1496103567215951874,"@sbyfess JOGJA,mbuh seneng ae ambe suasana jogja sepisan mrunu kurang urung sempet nyoba i kuliner e soale",beginibegituuuu,positif
1496098513226465281,"ugm_fess gess saranin kuliner malam jogja dong, kasih thread jg bolehhh 🥺🙏🏻",UGM_FESS,netral
1496081834911883274,Ngga sabar temenku lolos SBM di UGM soalnya aku dah ngumpulin thread kuliner di Jogja 🤣,aeshin_go,negatif
1496039505719357440,"Sate yang sempet viral karena ukuran 1 tusuk satenya gede banget, tersedia juga gule kambing yang mantep, disarankan untuk menghindari hari minggu jika ingin makan di tempat ini, rame poll Lokasi: Sate Kambing Tali Roso  #KulinerJogja #JogjaFood  https://t.co/Gzxk988xRo",Tatam_Fadholi,positif
1496006782963314689,@efenerr Mau nyoto bareng sambil cerita kuliner jogja magelang aja deh.. hahaha... Sehat terus Mas!,riyanology,positif
1496002710851956739,"Nguliner Emprit Goreng, Sidat goreng, mangut lele, kutuk goreng, dll di siang yg puanas ini....  #Kuliner  #KulinerJogja",iwansunaryanto,positif
1495994752247877636,Baru saja mengirim foto @ Taman Kuliner Condongcatur  https://t.co/dnLCYl5OhV,haohao_jogja,negatif
1495972369365897217,"Sahabat kuliner yang sedang bingung mau makan siang bersama keluarga/teman di daerah Kulon Progo khususnya Wates pas banget nih, yuk mampir makan di rumah makan kami yaitu @restobuhartin.  Jln. Raya Wates - Jogja Km 2 Gunung Gempal, Giripeni, Wates, Kulon Progo.  07.00 - 22.00  https://t.co/8G2A0hAbVV",panoramaKP,positif
1496543260562571270,@UGM_FESS Mau kusaranin beberapa tempat kuliner di jogja ga nder? Atau nyari view sunset?,Fafa_Disini,positif
1496526540171276290,Habis liat Seventeen trip ke Jogja. Jadi bayangin kalo BTS seminggu trip ke Jogja bakal sekalap apa mereka nyobain kuliner di sana 😅 jin hyung sama Jungkook wajib banget cobain oseng mercon Jogja 🤤 dijaminn ketagihan wkwkwkkwkwk,sambatyadisini,netral
1496499469785137155,"Kalau nanti rejeki ke Jogja lagi emang kudu ngejadwalin ke toko-toko buku independen sekitaran Jogja dan kuliner junkfood yang ngga ada di Jakarta: Mie Gacoan, Sekar Pizza, Olive Chicken, dan Ombein 😭  Aaah kangen... 💔",sadturngirl,positif
1496351081001267202,@CipcipFamily jogja wisata malemnya kebanyakan ya wisata belanja atau kuliner aja kak,munyilthecat,netral
1496338233801719811,"Saran wisata malem Jogja dong🥺 Kak Babu 2nd time ke Jogja nih, awal ke Jogja cuma ke candi candi an aja biar kaya orang orang😂 kali ini mau ke kuliner malam yg pedes gurih, atau wisata malem🙏🏻😂",CipcipFamily,netral
1496322992913403904,"#RaboSoto Nemu warung soto dengan suasana syahdu sekali, dengan view persawahan dan gunung merapi, betah banget di sini hampir 2 jam 😂 Rasa sotonya mantap banget, harganya sangat murah dan pelayanannya juga ramah Lokasi: Soto Jawi (utara kampus UII)  #KulinerJogja #JogjaFood  https://t.co/3uc9pQTpVZ",Tatam_Fadholi,positif
1496310603111034880,"2 Resep Brongkos, Kuliner Khas Jogja dengan Citarasa Gurih Manis: Penasaran seperi apa cara membuat brongkos? Ini dia 2 resep brongkos dilansir dari beberapa sumber.   The post 2 Resep Brongkos, Kuliner Khas Jogja dengan Citarasa Gurih Manis appeared…  https://t.co/WQfz3Hlysz",AsianParentID,positif
1496814791993659392,info kuliner yang wajib dicoba pas ke jogja plsss,canbeyours__,positif
1496813240625790976,@jeiveus Jogja banyak banget kuliner enak dan murah 💔,flowdymoon,positif
1496764990019104770,Sobat... kuliner apa yg recomended di jogja selain gudeg ...mhn rekomendasinya...,Aqua_Bening003,positif
1496677893719871489,"Kuliner yg dikangenin bgt dari Jogja cuma 3: Warung orange deket kampus, Sate Taichan Bagor, sama angkringan lek di. Penyetan wonosari jg sih, tp kangen aja bukan kangen bgt",sofiatimukrimah,positif
1496661171851587585,"Sejarah Mie Lethek Khas Bantul serta Resep Olahannya yang Lezat: Daerah Jogja selalu menawarkan banyak hal unik, baik tempat wisata maupun kuliner. Salah satunya ialah Mie Lethek khas Bantul ini.    The post Sejarah Mie Lethek Khas Bantul serta Resep…  https://t.co/6TFYHdcx6T",AsianParentID,positif
1497203666234732546,"@chwesolsol Salam kenal jugaa kiaa･ｰ bener kan ya panggilnya kia? Wkwk ihh ayoo pengenn bgtt ke jogja tuh bukan ke tempat wisata gtgt nyaa, sekedar kuliner atau nongkrong yg deket2 kampus aja udah senenggg bgttt･ｲ･ｲ",wownuamor,positif
1497148491189334019,Pengen lah sesekali review makanan dna tempatnya �  Yang perdana adalah 'Mie Nyinyir' bahaha  Rese banget namanya ya ､｣ #kulinerjogja  https://t.co/bFnziB2SBc,akmalfaradise,positif
1497131466441986048,Baru saja mengirim foto @ Taman Kuliner Condongcatur  https://t.co/8JlN8txOEQ,haohao_jogja,negatif
1497072319428136962,Info kuliner jogja,electrohead__,netral
1497019088312610816,@jawafess Jogja Min..kuliner dan tempat wisata googling aja,tiRyntt,netral
1497712335447740418,"Selamat pagi, menjemput rejeki di hari Minggu😊  #KulinerJogja  #ingkungayamkampung  https://t.co/bxzR3cEF06",AnastasiaNuning,positif
1497623637339172864,INFO kuliner khas jogja yg wajib dicobain,jogjamnfs,positif
1497622478595969026,Lokasi Wisata Kuliner Malam Terbaik di Jogja  https://t.co/b0SjiLLtkQ lewat @smartlapak,ALHIDAMART,positif
1497566277803855873,"@jogjamnfs Cari di Facebook biasanya banyak yg jual nder, apalagi di grup kuliner jogja",usernameanyar,negatif
1497517997950324736,"@diajengrahvyu search IGnya Kuliner Jogja, dijamin makin bingung 😅",Donirahardhian,negatif
1497500167792037890,"Wkwk Aku kuliah di banyak kampus di jogja, jurusan kuliner dan lewat doang wkwk",Ruhimayuniati,netral
1497497287018565632,-rek kasih tau aku info kuliner yg harus banget dicoba pas ke jogja! trims yh,sbyfess,positif
1497469283915292673,Baru saja mengirim foto @ Taman Kuliner Condongcatur  https://t.co/fF1hiQhW7u,haohao_jogja,negatif
1497466778967953410,"Jogja selalu jd kota istimewa, suasana, kuliner, tempat tempat yg seru. Berasa pengen kabur ke jogja lagi  https://t.co/lBHjPJ4KyO",colachupachup,positif
1497458876509491200,"malem ini berangkat ke jogja, ada rekomendasi tempat atau kuliner yg harus banget gua datengin ga?",ristr3to,positif
1497392554785980418,Info wisata + kuliner solo/jogja,ezrayehuda_,positif
1497923152193548288,"Pendopo Lawas Jogja, Destinasi Wisata Kuliner dan Live Musik Kekinian  https://t.co/1sffSQxbAX",godepokdotcom,netral
1497887429952667650,Jog  Kuliner malem di jogja tuh apaa aja yg menurut kalian wajib dibelii?? (Jogja kota dskt yaa)  Makasih sarannya🙏🏼🙏🏼,jogjamnfs,netral
1497815460217122819,@ChrisJ_2211 Kalo ada kuliner guide enak tinggal datang makan. Lengko di jalan Pagongan. Mie koclok di Plumbon. Docang di pasar Kanoman. Rujak di jogja karanggetas. Kue tapel tiap pagi juga jangan ketinggalan,G0enzillA,positif
1497797199329067009,"Mangut Lele Dapur Asli Mbok Marto Ijoyo, enak bet #kulinerjogja",FaqihAmza,positif
1497796208697520128,Baru saja mengirim foto @ Taman Kuliner Condongcatur  https://t.co/uJVTzrVozj,haohao_jogja,negatif
1497794350134153218,"Sisa2 Nguliner Soto Ayam Pak Slamet Jogja, yang ""gaungnya"" rasanya persis dengan soto ayam legendaris ""K"" Jl. Wates Yogyakarta...  Murah, tepi sawah, tepi Rel Kereta Api &amp; maknyusss...  #recommended #Kuliner  #KulinerJogja  https://t.co/D6UHYA4maZ",iwansunaryanto,positif
1497788949607038981,MasJog @Jogja_cidro lagi main ke Solo.. Rekomen Kuliner 🙏🏻,txtfromsoc,netral
1497770936673603586,"jog, kuliner sik wajib dicoba di jogja",jogjamnfs,positif
1498339654453526533,"fess saranin tempat kuliner di jogja yg murmer dan must try bangry dongg, tia!",FOODFESS2,positif
1498265717363572745,Rekomen kuliner di jogja dong chef bestie ku @kindymoh,SugaKW_16,positif
1498203603839819779,Nguliner Bakso Lapangan Tembak Senayan...  #Kuliner  #KulinerJogja  https://t.co/UGxCRi9Ybz,iwansunaryanto,positif
1498188222995877896,Kuliner Bantul..  #lunch #kuliner #kulinerjogja #kukinerbantul #bantul #jogjakarta #familytime @ Waroeng Tedoeh  https://t.co/XSHQSeru6t,el_fian,positif
1498672678529826816,"ugm_fess kuliner yang harus dikunjungi di jogja itu apa sii, boleh minta saran? makasii",UGM_FESS,netral
1498516907040722944,"Sejarah dan Resep Cara Membuat Kipo, Kuliner Khas Jogja: Kipo adalah salah satu kuliner khas jogja berupa jajanan yang enak dijadikan teman ngopi. Yuk simak sejarah dan resepnya di sini!   The post  Sejarah dan Resep Cara Membuat Kipo, Kuliner Khas…  https://t.co/ugMLW6OLQa",AsianParentID,positif
1498509349164961795,"Update Setelah nunggu meh setengah jam dewe akhire sido mangan mie ayam, ra rugi sih nunggu suwe, cen mantep tenan mie ayame, menurutku salah satu mie ayam enak ning jogja sih  #KulinerJogja #JogjaFood #MieAyamJogja  https://t.co/ZdkviYOYVa",Tatam_Fadholi,positif
1499149043729006593,Ini Dia Kulineran DIdalam Pesawat di Jogja Airport Resto | KULINER  https://t.co/EMrKT5THiB via @YouTube,wartabengawan,netral
1499127029354340352,Sampe mimpi bingung mau go food apaan saking kangennya sama banyak kuliner Jogja hahaha,sitaolivias,netral
1499085065514467329,@Novitapuspadr @ngawur_post Enggak ada orang muskin di jogja. Sekeluarga pake motor bodong makan sop kaki kambing bayar 240 ribu enteng.. Lihat dimana2 macet . Solaria penuh. Statbuck penuh.Kuliner slalu rame.Yg bilang susah hidup di jogja tuh ya org2 yg berpaham teroris anti budaya jawa. #jakunOntaBangsat,RADENSA90344232,positif
1499082949136105475,Rekomendasi kuliner jogja jam segini,idextratime,netral
1499056858220601347,Spill kuliner tengah malem di jogja dong 🙃 laverr bet,Kienaann,netral
1499049555094306816,@SPedalangan Ayam goreng lalapan Om...ini termasuk kuliner legend di Jogja,upilitilia,positif
1499043160110116865,Wisata Kuliner Jogja : Tengkleng Gajah yang Porsinya Segede Gajah. Maknyus dan Bikin Klenger!  https://t.co/1X6N2PHYhD via @hipwee #lomboksetan #sambalbawang,AyuKenes69,positif
1498991268269268993,kuliner malam bersama keluarga di jogja apa gaiss -11fess,UNSfess_,netral
1498990681095749633,"Lokasi live akustik pun berpindah-pindah, seperti di : Mahika Ayu, Kedung Punokawan, Mini Amphitheater Atas Tebing, Depan Tebing, Panggung Terbuka, Kopi Breksi dan Kuliner. Jam buka Taman Tebing Breksi sampai pukul 20:00 WIB.",visiting_jogja,netral
1498976299829719042,Bismillah nguliner Ayam Suharti lagi..  #Kuliner  #KulinerJogja  https://t.co/JWta5IRsrk,iwansunaryanto,positif
1498965207821209602,"kenapa selalu jogja sih ya allah fyp gue, pdhl udh gapernah stalk² ttg jogja lagi tapi fyp gue isinya wisata jogja, kuliner jogja, semuanya jogjaaaa",priivwle,positif
1498964513600974851,anjing brengsek buka tiktok langsung kuliner jogja,priivwle,negatif
1498933379693166592,Baru saja mengirim foto @ Taman Kuliner Condongcatur  https://t.co/xiBnJ63YpE,haohao_jogja,positif
1498931308340281345,"#RaboSoto Nemu lagi tempat jajan soto yang viewnya adem, nyaman banget buat makan bareng keluarga Untuk rasa sotonya juga seger mantap, daging sapinya empuk, tersedia juga berbagai macam sate dan gorengan. Lokasi: Waroeng Kopi &amp; Soto Mataram  #KulinerJogja #Jogjafood  https://t.co/sALwJRI9eo",Tatam_Fadholi,positif
1498912554718236674,Rekomendasi kuliner jogja yg bs di gojekin dong bestie,mifthahp,positif
1498871951926120451,Ke Jogja sangu 100K tok wes termasuk bengsin.  Ingfo kuliner murah maszeh @v_xlvii,yourclavicula,netral
1498868891753222151,kuliner khas jogja yg harus kalian coba ketika berkunjung ke jogja :  aku,gkuanheng,netral
1499404689325973511,"Gimana ya, sekarang di tiap sudut Jogja dimana2 sate klatak banyak banget, tapi legenda yang satu ini tetap gak bisa redup walaupun tempatnya jauh dari pusat kota, kaya ada yang kurang aja sih kalau makan sate klatak tapi gak langsung dari asalnya.  #KulinerJogja #JogjaFood  https://t.co/OLnLfpYzJm",Tatam_Fadholi,positif
1499402622868295681,@dipanggilajis Syurga kuliner jogja wwkwk,axxxxxssyuu,positif
1499357984257822720,Info kuliner Jogja,Pernahjdibandar,netral
1499300404798136320,Baru saja mengirim foto @ Taman Kuliner Condongcatur  https://t.co/QJd8raNJya,haohao_jogja,negatif
1499284818324242435,"🌸 #HyunRecs   Hyunjin, kalo suatu saat ke Indonesia lagi pls pergi ke Bali atau Jogja, gtw knp tapi kayaknya bakal seru jalan” gt sambil ngevlog bareng member yg lain😀. Kaya ke pantai” trs jalan” santai di titik nol/malioboro wkwk, cobain kuliner nya juga sih wajib✨  https://t.co/gh9ROm8m8Y",mochococips,positif
1499242538007691266,Kuliner apa aja ya kira2 klo di jogja?,notsuspiciously,netral
1499228726915047429,"Nguliner Soto khas Semarang @SotoAyamKakiJangi Blok O, Yogyakarta. Maknyussss.....!  #Recommended #kuliner #KulinerJogja",iwansunaryanto,positif
1499208325392523268,Ke Pasar Kangen Yuk! Berburu Kuliner Tempo Dulu dan Barang Antik  https://t.co/LlS1BlsYLz #beritajogja #jogja #jogjaistimewa  https://t.co/tGj9i2AaOd,Harian_Jogja,positif
1499203977246027776,"Bikin Betah, Ini Beberapa Wisata Kuliner dengan Pemandangan Menawan di Jogja  https://t.co/JR8ZV0hykl via @yogyakartacity",YogyakartaCity,positif
1499187702192738305,"@ngawur_post Tp ga boong, jogja tu nyaman, cari apa aja ada. Dari wisata ke gunung, Goa, danau, sampe ke pantai. Kuliner dari segala penjuru aja, India, itali, Jepang, Korea, China, dll",JordanAnanda4,positif
1499858764249591810,Warunk Iciiik Iwiiir...kuliner ndeso Jogja memang tidak bisa diam...  https://t.co/moxR96TO9d,DeddyEryono,negatif
1499797206651396096,Nasi goreng padmanaba  #KulinerJogja #JogjaFood  https://t.co/GvXFnIgaZC,Tatam_Fadholi,positif
1499731035528912898,"@upilitilia Pak Kadis mumpung pjenengan di Jogja mbok nyoba kuliner di @DapoerUngkel_K , didaerah Colombo..... sippp pokokmen 馃憤馃憤馃憤",gunawan_wibiz,positif
