id,tweet,username,sentiment
1.51E+18,share kuliner jogja yang belum pernah didatangi warga jogja 👍,howmietyy,netral
1.51E+18,Aku kl lg dapet pas puasa ini ke jogja ah wisata kuliner,cheonsabin,netral
1.51E+18,tandain duls 🤤 #allooksat kuliner jogja,officialphi_,netral
1.51E+18,"sen ky ngene ki sen marai males nyang jogja. wes pait, klitih tok, cuk. ameh madang we yo susah. padahal nyang solo kuliner malam jam 1 esuk nikmat tnn  https://t.co/u8613cHdx6",MelvinEliana,netral
1.51E+18,"Um! Mau ceritaa, sender mimpi lagi nonton reels ig. Kebetulan muncul video rekomendasi kuliner Malang, suasananya kayak di pedesaan gitu. Entah kayak Jogja atau Bali. Maaf ya memang random banget mimpinya sender wkwkwk. Mungkinnn kalian tau tempat makan yg sesuai (cont)",um_fess,positif
1.51E+18,📍Jajanan Pasar Jalan Urip Sumoharjo (Depan Gardena) ⏰ 15.00 #lupisjogja #puthujogja #lupisgardena #gardena #visitingjogjakulineran #kulinerjogja,visiting_jogja,netral
1.51E+18,"Es Jaipong merupakan kuliner dr Jawa Barat yg sangat cocok dinikmati ketika cuaca sedang panas-panasnya. Tak hanya di Jawa Barat, es ini bisa ditemui di provinsi lainnya, misalnya saja di Jogja. https://t.co/dWA0NJbJoO",merapi_uncover,positif
1.51E+18,"Aku 25 taun di Jogja, begitu pindah ke luar kota hampir 4 taun rasanya kayak turis. Kalo ada info kuliner jogja seneng banget.",rakhmadyass,netral
1.51E+18,Ntar nunggu Jaemin Haechan jd seleb di Jogja yg suka hunting foto sm kuliner😌,butterfloivs,positif
1.51E+18,"@alitalit_ @paksiraras Kuliner khas Jogja neng film Titanic? Gudeg Yu Jum, I Jum #tet",Hendrallica,netral
1.51E+18,"@arizonaskiess @collegemenfess Kalo gini beneran takut liburan ke jogja padahal malemalem niat healing cari kuliner disana :"")",taviaaarin,negatif
1.51E+18,"🌻 D-10 🌻 ""A place you'd recommend him to visit in your country""  Kalau tempat persis nya gatau, tapi yang pasti KOTA JOGJA sih hehe. Sekedar keliling malioboro pas malem atau wisata kuliner sih oke kalo berdua sama mamas Jongdae 🤭😂  #30DaysWithCHEN #CHEN  https://t.co/n0VhpEFvjo",spicyduck21,netral
1.51E+18,Camilan jadul #corobikang #kulinerjogja #murmer https://t.co/PbFyrMPMmA,indrawati_nona,netral
1.51E+18,Kenapa fyp kuliner jogja muncul nya pas gue udh balik dari jogjaaaa,RoseannaRosey11,netral
1.51E+18,"pasrah mau di bdg, jogja ataupun yauda swasta di jkt tgr gapapa terbaik aja sing penting nnti jd wong sugih… udh siap juga yaallah destinasi kuliner nya😇🙏",brwnsgrfrshmlk,positif
1.51E+18,Mesti cobain Hot Spicy Chicken Wings dari Ayam Toegoe di GoFood.  https://t.co/BK680RN8zz  #ayamtoegoe #jogja #yogyakarta #kuliner #masakhariini #chickenwings  https://t.co/uqj57BZPQD,ayamtoegoe,netral
1.51E+18,@nonaneno_ @_DimassSeno aku 2 tahun kuliah di jogja ngerti tempat kuliner gitu dari temen yang tinggal di Jakarta 😆,andrecht,netral
1.51E+18,"Berbuka di Penyetan Baluran menunya komplit, ambil sendiri suka-suka 😊 #kulinerjogja  📍Aneka Penyetan Baluran  https://t.co/Vcka8Cgfrx  https://t.co/NHYu8SKYY9",jogjapunyaacara,negatif
1.51E+18,Rekomendasiin kuliner jogja buat buka dong besti 😌,BiangLala____,netral
1.51E+18,"Berburu Takjil di Jogja Selatan, Jangan Lewatkan Lokasi Berikut, Kuliner Kekinian Hingga Kuliner Jadul Komplit  https://t.co/P89xV7qLsf",portaljogjacom,netral
1.51E+18,"Magetan. Dari Jakarta 12 jam tol, sebagian infrastruktur nempel ke kota sebelah (madiun), dilewatin rute kereta &amp; bus, 15 menit ketemu sawah bukit, 30 menit ketemu gunung, 2 jam ke Solo, 3 jam ke Jogja, 3 jam ke Surabaya (tol). Pantai: Pacitan Tulungagung. Kuliner, mantap.",ebelloksana,netral
1.51E+18,"Pulang muncak dari Magelang. Bener paling enak mampir jogja, mborong di mirota, makan di kuliner Jogja, dan jangan lupa beli oleh2 di pasar Beringharjo. Seeuu again Jogja  https://t.co/AshhORQjro",adelweissss,positif
1.51E+18,"Di Jogja, banyak kreasi mi ayam yang kreatif dan nggak biasa. Bisa ngasih makan jiwa petualang kita yang lapar akan khazanah kuliner mi ayam. #TerminalMojok https://t.co/iYEmkIQrlf",mojokdotco,positif
1.51E+18,@peannach tidak cocok night ride di jogja apalagi menikmati kuliner malam auto merinding,gojowifuu,positif
1.51E+18,Udah kangeeeeen kuliner Jogja,desisiiiii,netral
1.51E+18,Kuliner Balungan Dinosaurus Jogja  https://t.co/2NCsBAhJ2y,seeno_h,netral
1.51E+18,guis saran tempat kuliner di jogja selaim krj dongg soalny rame beud krj😭 TIA🫶🫶,FOOD_FESS,netral
1.51E+18,Carilah takjil sampai negeri Jepang! Ga ding🤣😂 #SobatVisitingJogja! Nih Mimin nemu taiyaki yang endeus buat kudapan buka puasa nanti😆👍      @taiyakinya_ 📍Nologaten   📍Alkid    #taiyakijogja #taiyakinya #visitingjogjakulineran #kulinerjogja  https://t.co/suMZ2z3eus,visiting_jogja,netral
1.51E+18,Ini Dia Kulineran DIdalam Pesawat di Jogja Airport Resto | KULINER https://t.co/EMrKT5THiB via @YouTube,wartabengawan,netral
1.51E+18,"@kimyohanbubu Iya, apalagi kan dr dulu jg Jogja terkenal tempat wisata sama kuliner.. sayang bgt harus ada kasus ini",Nanay0o,positif
1.51E+18,"padahal sebelum pandemi kalau main ke jogja keluarnya jam 10, krn byk bgt kuliner malamnya gtu yg unik kayak gudeg bu ngantuk, jujur pas itu ga tau yaa klitih2 jd b aja, tp sekarang kalau ke jogja lg ga bakal berani sumpah keluar malem2 apalagi sendirian :&lt;&lt;",inianed,positif
1.51E+18,klitih marak di jogja berikut rekomendasi kuliner yang perlu dikunjungi  - A thread -,foeux,netral
1.51E+18,Baru saja mengirim foto @ Taman Kuliner Condongcatur https://t.co/6bNqosEmup,haohao_jogja,netral
1.51E+18,Rekomendasi Wisata Kuliner Jogja https://t.co/Ct0R2bVxyD,SerikatNewscom,netral
1.51E+18,info kuliner jogja yang kalo maem didulang,sanctum666,netral
1.51E+18,"Wisata Kuliner tepi rel, akankah?  #gamping #keretaapi #kuliner #wisata #sepur #jogja   https://t.co/UBZ7gYrx8G",imam_suharjo,netral
1.51E+18,monggo makan mie jowo https://t.co/jHNyNNpF1d #kuliner #makan #resep #jakarta #bandung #semarang #jogja #solo #surabaya,NRETWIT,positif
1.51E+18,Habis ini @sleepythanat pulang2 dari jogja kayaknya jadi duta wisata kuliner 😂😂😂 https://t.co/P9cd7r1cuW,vbw2130,netral
1.51E+18,Manjain perut buncitku🐐 #pasarlempuyangan #satepakparno #malamjumat #kambing #kuliner #yogya #jogja https://t.co/kQaR9HwP85,kikirenang,netral
1.51E+18,Kuliner jajanan buka puasa aahh Info lah area JOGJA leh akeh jajanan buka puasa daerah mana kih??,indomi_sedaap,netral
1.51E+18,"Kicak, Kuliner Khas Jogja yang Hanya Ada di Bulan Ramadhan  https://t.co/LtGqgYGDx0 via @yogyakartacity",YogyakartaCity,negatif
1.51E+18,"@ateezmfs Bali, Jogja, Lombok kali yaa wisata alam gitu sama kuliner kaya my trip my adventure😂😂",wuyoungieee,netral
1.51E+18,@Wdyanovelia Di Magelang masih ada mbak. Ini saya dr Jogja cuma mau kuliner ini trus balik Jogja hehehehe🤣🤣🤣,BenHestu,negatif
1.51E+18,Baru saja mengirim foto @ Taman Kuliner Condongcatur  https://t.co/qYptRjkVaL,haohao_jogja,netral
1.51E+18,"@musuhh_batman Ya kan pengen liat jogja malam jg, kuliner malam jg...",chiffonmist,netral
1.51E+18,"Sangat mungkin bertali temali, termasuk merangseknya bisnis pariwisata: hotel, kuliner, toko medern berjejaring yg meminggirkan masyarakat jogja. Ketiga bisnis penunjang wisata ini tak menyerap tenaga kerja lokal. perihal indeks gini sering dicounter dalih indeks kebahagiaan diy",kejarlahmimpi,netral
1.51E+18,"@kidungh4ti #GejayanMemanggil mahasiswa jogja mana neeeh.. Masih Sibuk kuliner, selfi dan tiktok yaaah.. Kagak kasehan bokap nyokap lu.. Harha pada naik gini @MprAldo @MCAOps @Jogjastudent @wisatasemarang",PatihGaj_Ahmada,positif
1.51E+18,"Tak hanya suguhkan kuliner nusantara, hotel di Jogja itu juga menyuguhkan aneka kuliner dari berbagai negara. #publisherstory  https://t.co/tgAJZXmRl8",kumparan,negatif
1.51E+18,"saran kuliner jogja daerah sleman dong, aku bingung mau makan apa :(",betuwannadie,negatif
1.51E+18,"Mie Lethek, katanya kalau beli jangan minta dibersihkan ya 😃  Kata ""Lethek"" dalam bahasa Jawa artinya kotor atau kusam.  #kulinerjogja  https://t.co/HuxwzwDncl",almindya,negatif
1.51E+18,"@MahasiswaUMS taman kuliner gejayan, jogja 14-17 april",redvalvetlatte,netral
1.51E+18,@MarnoMbois Kuliner khas jogja. Budeg #recehkansahur,Haidarafif7,netral
1.51E+18,Bakpao @Salam_Rotibakar  #kulinerjogja #jogjakuliner #wisatakulimerjogja #bakpaojogja #jajananjogja #wisatajogja  https://t.co/3uuWJiJfhD,Salam_Rotibakar,netral
1.51E+18,"Klo k Jogja itu mbo ya direkomenin ke tempat wisata atau kuliner apa kek yg normal kayak manusia pada umumnya, ini kok ngerekomenin tempat mistis mulu dr kemarenan 🙄😮‍💨 https://t.co/0VKjVEeQsq",kaktioo,negatif
1.51E+18,Coklat oreo mix @Salam_Rotibakar #kulinerjogja #jigjakuliner #wisatakulinerjogja #jogjamalam #rotijogja #rotibakarjogja #jogjacod #wisatajogja https://t.co/vEeLqPBVlE,Salam_Rotibakar,netral
1.51E+18,"Martabak Hao Hao, Taman Kuliner Kios lagi ada promo menarik di GoFood lho! Pesen sekarang via https://t.co/8O87cFw1yp @ Taman Kuliner Condongcatur https://t.co/uq7h3Xg4bT",haohao_jogja,positif
1.51E+18,"Jajan terooosssssssss! #SobatVisitingJogja, aman?😁😂 waffle &amp; taiyaki ice cream cucok nih buat menu buka puasa🤤🍦 @pinkme_icecreamwaffle 📍 Alun-alun Kidul (Timur Sasana Hinggil) 💰15K #pinkmewaffleicecream #waffle #taiyaki #visitingjogjakulineran #kulinerjogja https://t.co/QB8TqseE3B",visiting_jogja,netral
1.51E+18,Bubur ayam Kotabaru Udah pada tau bubur ayam enak satu satu nya banget di Jogja 📍Jln. Johar Nurhadi 5 Kotabaru ( belakang Rs Bethesda ) ⏰: 06.00 - 20.23 💰: - https://t.co/wqjtsioFpv,catatan_kuliner,positif
1.51E+18,Baru saja mengirim foto @ Taman Kuliner Condongcatur https://t.co/fWmXzgF9eZ,haohao_jogja,netral
1.51E+18,ugm_fess kasih recomemmed tempat kuliner jogja yg wajib cobain dan enak dong! tia,UGM_FESS,positif
1.51E+18,Kuliner Solo &gt; kuliner Jogja,filipus_gilang,netral
1.51E+18,Ke Jogja lagi cuma pengen cari kuliner di Kampung Ramadhan Jogokariyan 😅,grgrist,negatif
1.51E+18,aneka video kuliner cek &gt;&gt;   https://t.co/FHYKbLw3EM  #jakarta #cilegon #serang #bandung #semarang #solo #jogja #surabaya #vlog,HELOPREN,netral
1.51E+18,"Kuliner Unik di Jogja: Sate Sapi dengan Ukuran Jumbo, Harganya Seporsi Rp 20 Ribuan - https://t.co/O7dZ0D9EzA https://t.co/xBR4QlDwv6",MakanYukAh,positif
1.51E+18,"Ngabuburit ke Pasar Sore Langenastran, 'Surga Kuliner' di Alun-Alun Kidul Jogja - https://t.co/beFriFxwrs https://t.co/sva94dq8WK",MakanYukAh,netral
1.51E+18,"Lumpia malioboro beli mentah, cocok banget sih ini buat buka walopun ngga bisa ngunyah😆😹 @Jogja24Jam @KulinerJogja #jogjafood https://t.co/vCnMR0bD1I",DinaTjindar,positif
1.51E+18,"Daripada hilang-hiling ngabisin duid mending ini aja larisin dagangan saya. Perbutir cuma Rp3600. Dikirim dr Jogja. Asinnya pas, gurihnya muaknyusss. @infojogja @YogyakartaCity #telurasin #telurasinjogja #telurasinbrebes #kulinerjogja https://t.co/OcZ6TbYQMR",typolagi,negatif
1.51E+18,Bonus atraksi geni menyala🔥🔥🔥 @limaribu_sateseafoodbakar Alun-alun kidul (timur sasana hinggil) 💰5K-25K #reels #reelsinstagram #reelsvideo #limaribusateseafoodbakar #visitingjogjakulineran #kulinerjogja,visiting_jogja,positif
1.51E+18,Spill menu terenak versi #Slemanis di Kabupaten Sleman. Gas di kolom komentar🔥😍  #kulinerjogja #kulinersleman #kulinerslemanyogyakarta #ngabuburit #ngabuburitjogja #ngabubutitsleman  https://t.co/7UYINU3QSE,kabarsleman,netral
1.51E+18,Baru saja mengirim foto @ Taman Kuliner Condongcatur https://t.co/XIDYgLlqRV,haohao_jogja,netral
1.51E+18,"#SobatVisitingJogja jangan khawatir keburu Tarawih, Tebing Breksi juga menyediakan masjid yang bisa untuk sholat Tarawih juga lho. Agendakan yuuk bestie🥰 #kuliner #kulinerjogja #jogjakuliner #tebingbreksi #wisatasleman #wisatajogja #jogja #tempathitsjogja #tourism",visiting_jogja,negatif
1.51E+18,"Seneng sy klu msyarakat jogja gotong royong menumpas klitih kek gini, mengembalikan image jogja sebagai kota pelajar, kuliner dan budaya yg damai.",Hendrik_idn,netral
1.51E+18,Di fyp udah sliweran kuliner jogja nih,strnmjd,netral
1.51E+18,"Belum bisa move on dari KRJ, jajanan favorit kalian apa gengs?🙄🤤  Jenang Gamplong 📍Kampoeng Ramadhan Jogokariyan  #reels #reelsinstagram #reelsvideo #kampoengramadhajokorariyan #jenanggamplong #visitingjogjakulineran #kulinerjogja  https://t.co/yCJ4NixFMd",visiting_jogja,positif
1.51E+18,"MIE AYAM PAK KUS PANGGUNGHARJO . Menjadi salah satu yang favorit ini, rasa kuah dan daging ayamnya manis, dengan jumlah yang banyak. In frame, paket lengkap seharga 15.000 kalo nggak salah. ✌🏻😃 . Enaak 👍🏻. 8/10. @InfoMieAyamYK @JogjaFood @JogjaUpdate #mieayam #kulinerjogja https://t.co/E2AWgkbqtq",bimapriaT,netral
1.51E+18,"Martabak Hao Hao, Taman Kuliner Kios lagi ada promo menarik di GoFood lho! Pesen sekarang via https://t.co/h9NdyRdjWG @ Taman Kuliner Condongcatur https://t.co/1Fn4o03I9d",haohao_jogja,positif
1.51E+18,"Masjid Pathok Nagoro, 4 masjid yang terletak di 4 penjuru mata angin, sebagai pathok/pasak penanda antara kota negara Ngayogyakarta Bagaimana keseruan buka puasa di Masjid-masjid itu? Simak di Youtube PKSTV Jogja https://t.co/Itwx3ZcqI9 #ngabuburit #takjil #kuliner #PKSDIY https://t.co/PJTFfiOR79",pksdiy,netral
1.51E+18,"Dari kemarin liat kuliner Jogja terus, THEY. 💧",neentendos,netral
1.51E+18,"Timeline ku lagi banyak muncul rekomen kuliner di Jogja, yang mana terakhir kesana belum tau ada tempat itu.   Pertanda apa ya? 😬",cutvifde,positif
1.51E+18,Halloooo #SobatVisitingJogja! Ngabuburit jalan terus kan? Nih satu lagi spot yang recommended buat ngabuburit. Menanti adzan magrib sambil killing the time (((wow))🤣🔥👍 @ngabean.rooftopyk ⏰16.00-23.00 #rooftopngabean #visitingjogjakulineran #kulinerjogja https://t.co/G54vMYFTMe,visiting_jogja,netral
1.51E+18,Berbuka puasa dengan kuliner khas Yordania dan Timur Tengah di @SheratonJogja - https://t.co/WtLBui1FXR https://t.co/rY6TkZro3T,area_jogja,netral
1.51E+18,"Pengen rasanya ekspedisi dari Jogja, klaten, solo, Pekalongan sampe Bandung. Ekspedisi kuliner gitu :)",bukanayangluu,netral
1.51E+18,Request paling banyak dari pemirsa PKSTV Jogja adalah liputan suasana Ramadhan dan buka puasa bersama di Masjid Jogokariyan   https://t.co/VMG55ueunG  #kuliner #takjil #ngabuburit #ramadhan2022 #pksdiy #masjidjogokariyan  https://t.co/Ow03jIdqbt,pksdiy,positif
1.51E+18,info kuliner ning jogja sing raono klitih,WynnrFA,netral
1.51E+18,@faar_____ HUHUHU PENGETAHUAN KU SOAL KULINER JOGJA ADALAH NOL BESAR IF U FORGET:((( TRS AKU LG RA PENGEN MAEM OPO2 TRS YOWIS MAMPIR APAKAH MSH PEDAS APA TYDA:')),TlARA___,netral
1.51E+18,"@TlARA___ sekian juta kuliner jogja, whyy miaceh thoo whyyy😫",faar_____,netral
1.51E+18,@sunnyblush u mau jalan ma soon to be ayang kan di jogja? nih w kasi kuliner kan u suka mam @chipo_pochielf,Dewilst__,positif
1.51E+18,Baru saja mengirim foto @ Taman Kuliner Condongcatur  https://t.co/ELvuqYUp96,haohao_jogja,netral
1.51E+18,"#SobatVisitingJogja! 5 langkah banget dari Alkid. Es buahnya ngawu-awu gengs, ambil sendiri sepuasnya😝💦 Es Buah Nusantara Prasmanan 📍Pasar Sore Langenastran ⏰ 15.00-18.00 #langenastran #pasarsorelangenastran #visitingjogjakulineran #kulinerjogja https://t.co/MWDTGZ8Lr8",visiting_jogja,netral
1.51E+18,Wisata kuliner ayam rempah di Jogja,_fahmi19,netral
1.51E+18,"#SobatVisitingJogja , penurunan kinerja sektor pariwisata masa pandemi Covid-19 memberikan multiplier effect dan dampak signifikan pada sektor-sektor yang terhubung langsung seperti perhotelan, industri kuliner, transportasi, perdagangan, dan destinasi wisata.  @humas_jogja  https://t.co/sOKVuwOyyx",visiting_jogja,negatif
1.51E+18,@catatan_kuliner Inj di Jogja kaga ada apa ya 🥹,dieraskincare,netral
1.51E+18,"ㅤ ㅤMama kangen kuliner Jogja, weekend ini ke Jogja sekalian ke rumah eyang gimana? @GUARDlANT @semunyawa @nacitadivie",akarasenja,netral
1.51E+18,Baru saja mengirim foto @ Taman Kuliner Condongcatur  https://t.co/IMJHeEozPm,haohao_jogja,netral
1.51E+18,"Bukber enaknya ikut ke tim jakarta atau jogja ya 🤔. Kenapa gak di Tasik saja, mereka gak tahu kuliner tasik gak kalah juga wekaweka",zsbahtiar,netral
1.51E+18,monggo makan mie jowo  https://t.co/jHNyNNpF1d  #kuliner #makan #resep #jakarta #bandung #semarang #jogja #solo #surabaya,NRETWIT,positif
1.51E+18,Belum stay di tmpt rantau tapi ibu kalo ada info kuliner / wisata di Jogja paling update ✨ Bismillah ya bu nanti kita jalan² sekeluarga keliling Jogja sampe puass 💕 Aamiin 🤗,haikalmaulina,positif
1.51E+18,#SobatVisitingJogja! The hot is potato-potato not public yah🥵🔥 Pemanasan dulu yuk buat buka puasa nanti pake es duren  📍Es Cream Durian  ⏰ Jalan Urip Sumoharjo Jogja (Barat Gardena)  💰 5K/cup   #esdurengardena #escreamdurianjogja #visitingjogjakulineran #kulinerjogja  https://t.co/PLzqs7qn9O,visiting_jogja,netral
1.51E+18,Salah satu Masjid ikonik di Yogyakarta. Tidak pernah sepi dari jama'ah yang sholat di sini maupun yang sekedar mampir untuk beristirahat atau melakukan aktifitas lainnya. Punya nostalgia dengan Masjid Syuhada? #masjid #jogja #nostalgia #kuliner #PKSDIY https://t.co/QQjBwVlFDZ https://t.co/wMlph8wABS,pksdiy,negatif
1.51E+18,@iman_saaputra @catatantravel Ayok buruan liburan ke Jogja kak🥰,catatan_kuliner,netral
1.51E+18,Baru saja mengirim foto @ Taman Kuliner Condongcatur  https://t.co/tHajfF4Wv2,haohao_jogja,netral
1.51E+18,"Yogyakarta tidak hanya memiliki banyak destinasi wisata, namun juga segudang kuliner Jogja yang kaya cita rasa dan menggugah selera. Mau tau lebih banyak tentang kuliner Jogja? Tonton Kuliner Indonesia Kaya! Mulai Jumat 15 April 2022 Di Youtube Indonesia Kaya https://t.co/UsivAnW2e7",IndonesiaKaya,positif
1.51E+18,Ajik Krisna Jalan Jalan Jogja Berwisata Kuliner Dari Gudeg sampai Naik Sepeda Ontel https://t.co/iv90ZPRrNG,abusa_id,positif
1.51E+18,"Bimtek Gerakan Usaha Kreatif (GUK) subsektor Kuliner “Kreatif Mengolah Pangan” ini bertujuan untuk memberikan tambahan pengetahuan bagi pelaku industri kuliner, sehingga dapat menumbuhkembangkan inovasi &amp; kreatifitas produk yg siap berdaya saing di pasar nasional &amp; internasional.",visiting_jogja,positif
1.51E+18,"Acara diawali dengan sambutan Kepala Dinas Pariwisata DIY, Singgih Raharjo. Dilanjutkan dengan sambutan dan pembukaan acara oleh Direktur Pengembangan SDM Kemenparekraf RI, Erwita Dianti.  #ekraf #kuliner #kemenparekraf  #visitingjogja  #jogjaistimewa",visiting_jogja,positif
1.51E+18,"#SobatVisitingJogja , Deputi Bidang Sumber Daya dan Kelembagaan Kementerian Pariwisata dan Ekonomi Kreatif Republik Indonesia selenggarakan bimbingan teknis Gerakan Usaha Kreatif (GUK) subsektor Kuliner “Kreatif Mengolah Pangan”, Kamis (14/4) di Hotel Alana Malioboro. #bimtek https://t.co/VNUn5PRsul",visiting_jogja,positif
1.52E+18,"guis nanya dongg, sender kan mau lebaran di jogja nih kira2 tempat kuliner pada tutup engga yah kalo liburan gitu?",FOOD_FESS,negatif
1.52E+18,"@fmhd8 @FOODFESS2 Nah kalo gitu sih beda bahasan wkwk. Di solo sendiri streetfood jarang sih ada chili oil gitu, biasanya pake sambel. Gatau kalo jateng.  Maksudku kalo ambil kesimpulan soal kuliner daerah at least belasan atau puluhan gitu loh hehe, btw jogja bukan termasuk jateng.",acciioo,netral
1.52E+18,Mesti cobain Ati Ampela Geprek dari Ayam Toegoe di GoFood. https://t.co/rvyXhqHjMB #kulinerjogja #ayamtoegoe #ayamgeprek,ayamtoegoe,netral
1.52E+18,Mie ayam dulu.... Area jalan Wates ngarep PKU gamping.... Seger-seger.... #kulinermalam #mieayam #kulinerjogja #makanmalam https://t.co/eaThoAHIxt,halosleman,netral
1.52E+18,Berburu Kuliner Jadi Aktivitas Favorit Saat Mudik https://t.co/Hjv6gusXcw #beritajogja #jogja #jogjaistimewa https://t.co/ZS1oZJh4EU,Harian_Jogja,positif
1.52E+18,Kuliner #Recommended https://t.co/dRaixRnBeJ #sate Klathak Pak JeDe Khas Jejeran #JOGJA #Yogyakarta #yummy #delicious https://t.co/GaXFqHVDZi,UkiCiptaAlam,netral
1.52E+18,Sate Emprit ? #kulinerjogja #satemanuk #angkringan https://t.co/pfuHAnY1ee,Kambing_Spy83,netral
1.52E+18,kuliner di jogja buat yg pertama kali ke sini dongg jog,jogjamnfs,netral
1.52E+18,"kuliner jogja kenapa enak enak bgt yah, nie masalahnya ue g lg di jogjaaa",strawbewryyz,positif
1.52E+18,Salam #LokalTakGentar😎👋🏻    Bedug Ramadhan  📍Pendopo Agung Royal Ambarrukmo  15-27 April 2022  #bedugramadhan #royalambarrukmo  #visitingjogjakulineran #kulinerjogja,visiting_jogja,netral
1.52E+18,Gudeg Yu Djum Jogja 📍Jl.Mayjen Sutoyo No.60 Deket Malioboro 🕓 09.00 – 21.00 💰 25 k https://t.co/l0wBstVmx1,catatan_kuliner,netral
1.52E+18,Bes Saranin kuliner jogja dan solo dong.. Trims,baseumum,netral
1.52E+18,"Terdapat sebanyak 32 stand UMKM dan ekonomi kreatif dari berbagai jenis. Mulai dari kuliner, fashion, hingga craft atau kerajinan. Bedug Ramadhan 2022 akan diselenggarakan hingga 27 April mendatang.",visiting_jogja,positif
1.52E+18,Pelopor Bolen Pisang Jogja  📍Jln. Hartono Mall lt. LG (depan Chatime) 🕓 10 - SELESAI 💰 21K  https://t.co/aX4yDiY8Mv,catatan_kuliner,positif
1.52E+18,"@13_trio Kita gak bilang boikot lho ya, tapi komen dan rating di laman medsos ybs bisa bikin usaha tsb terboikot dengan sendirinya. Buat apa maksain makan di satu resto bermasalah, sedangkan jogja termasuk surganya kuliner, banyak pilihan lain yg enak dan murah",fariedza,positif
1.52E+18,aneka video kuliner cek &gt;&gt;   https://t.co/FHYKbLw3EM  #jakarta #cilegon #serang #bandung #semarang #solo #jogja #surabaya #vlog,HELOPREN,netral
1.52E+18,"@casysea stay dulu, nikmatin kuliner solo baru abiskan sisa waktunya di jogja, sebelum balik",sleptraced,netral
1.52E+18,Dining with friends. Not a conversation or even a hug establishes friendship so forcefully as eating together.  #easygardenresto #restojogja #kulinerjogja #jogjafood #jogjaculinary #jogjafoodhunter #kulineryogya #makandijogja #jogjafoodies #kulinerjogjak…  https://t.co/b2HEgFtkLf  https://t.co/v46GIvk4JQ,EasyGardenResto,netral
1.52E+18,Halloooo #SobatVisitingJogja!!! Tak ada logika tanpa logistik sore ini disponsori oleh ngabuburit di pasar tiban yang agak ngalor ngetan dikit. #SobatVisitingJogja ada yang rumahnya deket sini? 📍Stadion Maguwoharjo #visitingjogjakulineran #kulinerjogja https://t.co/xKtUkwMTxy,visiting_jogja,netral
1.52E+18,"Menentukan tempat bukber bukan halangan untuk menjaga kebersamaan, Menyambang tali silaturahmi adalah kewajiban insani. Pesan mimin : ojo lali teaweh bar bukber #traweh #puasa #bukber #EkstraBantuin #kulinerjogja #ramadhan https://t.co/T0720okCCP",Jogjakita_apps,positif
1.52E+18,"💭 gaes, boleh minta saranin wisata di jogja? Kuliner, cafe, tempat foto. Thank you!!",convomfs,netral
1.52E+18,"Selamat Hari Paskah 17 April 2022  ✍️ Dengan kebangkitan-Nya membawa pengharapan bagi kita semua  ✍️ Semoga kota senantiasa dilimpahi berkah suka cita, keselamatan, damai sejahtera sekarang &amp; selama-lamanya  📌 ULU BUNDAR 📌 RAJA RASA 🪧 Pempek &amp; Siomay  #Pempek #KulinerJogja  https://t.co/WMJ7EUpIV4",Ulubundarjogja,positif
1.52E+18,"Ada yang udah pernah ke ketandan pas imlek? Biasanya ada rangkaian acaranya yang menarik tuh, banyak jajanan juga heheh #imlek #ketandan #jogja -#kulinerjogja https://t.co/jezKopGsWy",Jogjakita_apps,positif
1.52E+18,@vzvlevkrs Cocok bgt buat wisata kuliner dgn budget minim. Jd kangen jogja. Tp klo inget klitih jd ilfil duluan 🫠,yyyyyyyyyuni,positif
1.52E+18,"@LordGerry_ Gpp sabar bgt aku tuh, mana reels aku isinya kuliner jogja mulu 😭",askanya_,positif
1.52E+18,"Tinggal di jogja, hidup di desa, pagi jualan, sore pulang , malem netflix an, sesekali kuliner &amp; ngopi sama temen temen.  Alhamdulillah sampai saat ini pilihan yg terbaik utk Ketenangan hidup berkeluarga dan finansial kita.",fardinahda,positif
1.52E+18,"Tahun ini merasakan buka puasa di Hotel Tentrem. Salah satu iftar buffet yg ditungguh waktu Ramadhan. Yg bikin beda dr tahun lalu mereka ""impor"" bbrp kuliner legend di Jogja utk jd andalan buffetnya. Kayak tojoyo, gudeg ibukota, mangut mba marto, soto kadipiro Siapa yg ud kesini? https://t.co/vHOgYrKPhN",javafoodie_,netral
1.52E+18,"Soto Mas Hadi Jogja 📍 Jln. Perumnas (depan st.bier) Seturan, Sleman, Yogyakarta 🕓08.00 – Sampai habis 💰1K – 15K https://t.co/Bha9Ft25gK",catatan_kuliner,netral
1.52E+18,"BUBUR HAYAM KOTABARU 📍 Jl. Johar nurhadi 5, Kotabaru, Jogja Cabang baru di : 📍 Jl. Tasura Jl. Timbulrejo No.66, Krodan, Maguwoharjo, Jogja 🕓 06.00-23.00 💰15K https://t.co/FLzRZA2kBb",catatan_kuliner,netral
1.52E+18,"Pada momen Ramadhan ini, wisata kuliner tentu dinanti-nanti oleh para penggemarnya. #oase_id #kulinerjogja #puasa #takjil #ramadan1443h Selengkapnya: https://t.co/EbKSnWXt4z",id_oase,netral
1.52E+18,#INFOCULINARY Ngomongin kuliner ada satu rekomnendasi makanan olahan ayam yang cuma bisa kamu temuin di jogja dan cukup populer juga yaitu Ayam Cha Do Jo yang hanya dibanderol 14k dan buka mulai dari jam set 5 sampai jam 11 malam #KINGANDQUEEN https://t.co/iIhX47WU8B,rapmafmums,positif
